0,0,0,0.004221838,0.021577489,0.058132566,0.091240094,0.117873348,0.135155585,0.143742372,0.149509579,,,
0.05,0,0,0.003852423,0.026003138,0.067384183,0.094253065,0.114467784,0.134684956,0.14574304,0.149871355,,,
0.1,0,0,0.005778634,0.0310566,0.065818789,0.100533511,0.119112495,0.13756574,0.143682363,0.156788175,,,
0.15,0,0,0.002074074,0.02902286,0.061266874,0.095502821,0.112185687,0.128237952,0.140841982,0.151350966,,,
0.2,0,0,0.003111111,0.026897652,0.060788305,0.095681556,0.121435287,0.13739546,0.143066014,0.152659035,,,0
0.25,0,0,0.004888889,0.024573609,0.062511733,0.098953141,0.118314932,0.131092058,0.145665579,0.147029491,,,0.000102295
0.3,0,0.000222222,0.008028546,0.03141953,0.065741349,0.091631135,0.116230122,0.140676692,0.140748319,0.151076071,,,0.004566798
0.35,0,0.000222222,0.002835398,0.025658492,0.067941149,0.092548374,0.118843269,0.12708287,0.140636403,0.148989358,,,0.026272744
0.4,0,0.000669344,0.00562963,0.023769481,0.058331008,0.100214628,0.120099179,0.132052911,0.143058127,0.145087368,,,0.06413927
0.45,0,0,0.005777778,0.022518485,0.059257892,0.097121112,0.116794012,0.13679387,0.141301212,0.148345784,,,0.096801237
0.5,0,0,0.003852423,0.029023151,0.060797034,0.09696619,0.11715089,0.129390708,0.141477477,0.146185082,,,0.119476273
0.55,0,0,0.006223144,0.029415067,0.064513126,0.09575,0.118957383,0.133368123,0.138223661,0.148524051,,,0.133826122
0.6,0,0,0.003852423,0.023295071,0.063563283,0.094213097,0.113681937,0.135042988,0.146726535,0.147455197,,,0.143609968
0.65,0,0,0.004152454,0.029615557,0.061928934,0.092764837,0.118215092,0.135685811,0.142649093,0.149862578,,,0.149316894
0.7,0,0.000222222,0.00684422,0.027597765,0.064620805,0.101190972,0.120454897,0.134373613,0.139723624,0.150935374,,,
0.75,0,0,0.004158622,0.02334413,0.064966269,0.094369482,0.120105044,0.137034277,0.140418703,0.151144379,,,
0.8,0,0.001111111,0.003581021,0.029770565,0.065154754,0.096581127,0.123027177,0.13638078,0.140844042,0.154789928,,,
0.85,0,0,0.00581829,0.027039106,0.060227588,0.093675467,0.121628973,0.134437481,0.147754394,0.147175243,,,
0.9,0,0.000449035,0.002974862,0.026821636,0.060751991,0.097132971,0.116288206,0.134718844,0.143581081,0.150604164,,,
0.95,0,0,0.003851852,0.025706941,0.061094141,0.093391276,0.115308933,0.135889021,0.145173015,0.149785714,,,
1,0,0,0.00562963,0.021578712,0.0621579,0.098950153,0.119347608,0.136141183,0.146105783,0.149296583,,,
1.05,0,0,0.004592593,0.028993619,0.060102183,0.097024256,0.117999539,0.137969756,0.14624991,0.152024117,,,
1.1,0,0.000222222,0.004929052,0.028904324,0.066592675,0.097168332,0.119548287,0.134566422,0.146518551,0.147037932,,,
1.15,0,0,0.002988643,0.021658624,0.062459517,0.094799967,0.115321637,0.12658608,0.145329731,0.145355893,,,
1.2,0,0.000222222,0.005207558,0.025595172,0.071095788,0.095655047,0.123267052,0.140167364,0.141552178,0.149109633,,,
1.25,0,0.000444444,0.002996255,0.024232272,0.064951887,0.100232327,0.119612742,0.13518976,0.140697338,0.146941151,,,
1.3,0,0,0.003408922,0.026969561,0.066728711,0.097859327,0.123183337,0.134578188,0.143672761,0.148522719,,,
1.35,0,0,0.005186722,0.030044843,0.064629305,0.09956064,0.121722414,0.129461947,0.145014224,0.145775302,,,
1.4,0,0,0.005334914,0.025411396,0.060620041,0.095858769,0.11756591,0.13434588,0.142232904,0.147759154,,,
1.45,0,0,0.005334914,0.030167598,0.064525062,0.099784161,0.124776907,0.133338319,0.145724638,0.148868005,,,
1.5,0,0.000222222,0.002666667,0.028170595,0.066944059,0.093612426,0.118282057,0.13398087,0.14362851,0.150642637,,,
