0,0,0,0.004221838,0.021577489,0.058132566,0.091240094,0.117873348,0.135155585,0.143742372,0.149509579,,
0.05,0,0,0.003852423,0.026003138,0.067384183,0.094253065,0.114467784,0.134684956,0.14574304,0.149871355,,
0.1,0,0,0.005778634,0.0310566,0.065818789,0.100533511,0.119112495,0.13756574,0.143682363,0.156788175,,
0.15,0,0,0.002074074,0.02902286,0.061266874,0.095502821,0.112185687,0.128237952,0.140841982,0.151350966,,0
0.2,0,0.000663423,0.003697678,0.028081651,0.061194168,0.100484464,0.114336447,0.135288338,0.146183319,0.152250377,,0.000172776
0.25,0,0,0.006863623,0.025483402,0.06443203,0.100941902,0.124194675,0.131161173,0.140789959,0.142897991,,0.004844216
0.3,0,0.000221141,0.00415677,0.029507097,0.065662202,0.1015638,0.117378167,0.130917766,0.140795802,0.149964003,,0.027650456
0.35,0,0,0.00436747,0.027599414,0.064854733,0.095502862,0.124147444,0.130188116,0.139962094,0.148068051,,0.05858629
0.4,0,0,0.003160747,0.025867861,0.065070083,0.090378036,0.115106784,0.131499166,0.13941595,0.146237951,,0.06547135
0.45,0,0,0.004856512,0.030650051,0.067040647,0.090061329,0.118774842,0.127868852,0.139882464,0.143442034,,0.07790204
0.5,0,0,0.003241014,0.029201962,0.060278778,0.091540457,0.11637233,0.132393733,0.135388938,0.142528736,,0.087185295
0.55,0,0,0.004617218,0.026389044,0.064384451,0.085888037,0.114196324,0.127172435,0.137022986,0.143504206,,0.099813455
0.6,0,0.000224467,0.005184417,0.02423907,0.062465194,0.089861751,0.113384956,0.133158463,0.135512303,0.137678533,,0.112404167
0.65,0,0.000446828,0.006072275,0.03069539,0.063166682,0.090715321,0.108480481,0.118820862,0.138153026,0.141864208,,
0.7,0,0.000441989,0.004402054,0.028896575,0.060603248,0.086267455,0.113048993,0.123348683,0.137187617,0.14932716,,
0.75,0,0,0.003696038,0.026996625,0.068464158,0.090629012,0.116934526,0.125415533,0.135531408,0.143622093,,
0.8,0,0,0.004474273,0.02861934,0.059102314,0.076649922,0.103626121,0.123667542,0.134089191,0.14057554,,
0.85,0,0.000446628,0.004726736,0.024420298,0.063055478,0.077895101,0.113464816,0.118683536,0.133700999,0.140622716,,
0.9,0,0,0.004509244,0.022430532,0.066945607,0.086971617,0.113771493,0.120067948,0.131445225,0.141190284,,
0.95,0,0,0.003293413,0.027703307,0.06031863,0.080959779,0.105107505,0.123624694,0.136716998,0.142794823,,
1,0,0,0.002882282,0.024623342,0.057934509,0.076016656,0.103300089,0.120654873,0.135084287,0.133058687,,
1.05,0,0.000225836,0.004606241,0.028201984,0.05878529,0.077291685,0.104627604,0.1177972,0.128522598,0.139778684,,
1.1,0,0,0.002371073,0.023760567,0.054991145,0.073350502,0.101907225,0.11481799,0.125865703,0.139152481,,
1.15,0,0,0.004451039,0.02437098,0.060470325,0.077841112,0.095719718,0.12074937,0.126994984,0.137742053,,
1.2,0,0,0.006291192,0.029019346,0.06664805,0.067237494,0.10758655,0.118269457,0.137119952,0.139144401,,
1.25,0,0,0.003903318,0.032272325,0.069849526,0.065403699,0.106461025,0.118085021,0.126179869,0.138019875,,
1.3,0,0,0.002517027,0.029219314,0.06627462,0.066882416,0.097637277,0.112729576,0.124207188,0.137121771,,
1.35,0,0,0.004036478,0.028661347,0.06810136,0.072671535,0.099009901,0.116773327,0.132076906,0.135908019,,
1.4,0,0.000872981,0.003826906,0.026587391,0.058257056,0.062701706,0.097826999,0.110045553,0.116504115,0.138190577,,
1.45,0,0.000446927,0.005331754,0.026446281,0.058164911,0.068837555,0.094766857,0.10814685,0.123766478,0.140207269,,
1.5,0,0,0.006285631,0.026045777,0.059159216,0.060824552,0.093614176,0.111776447,0.129929685,0.133343233,,
