3,0,0,840,6520,20480,19520,16100,26680,43540,61720,,
3.05,0,40,1100,7640,20360,19700,18720,25840,43360,63340,,
3.1,0,20,720,7260,19300,20900,17420,23400,44880,65960,,
3.15,0,60,560,7900,17640,21240,18560,23600,42700,60720,,
3.2,0,0,1060,7280,21140,19240,19320,21080,35820,57280,,
3.25,0,20,880,6480,21900,20380,17660,20620,38800,57980,,
3.3,0,0,720,8020,19960,19540,18380,19820,38020,57440,,
3.35,0,20,720,6160,20520,21540,17700,21240,36100,58740,,
3.4,0,0,1020,6380,16860,20660,18260,17580,30560,51260,,
3.45,0,20,780,6380,16980,21760,18320,17800,31100,53140,,
3.5,0,0,680,7180,17740,20820,18180,17640,32400,51860,,
3.55,0,40,740,7240,14960,20760,19360,19380,31720,50400,,
3.6,0,0,900,7720,15560,21040,18700,14640,27120,45960,,
3.65,0,40,760,6820,17760,21100,17680,14420,28180,44280,,
3.7,0,20,1120,7380,15720,22960,18600,16100,27440,46360,,
3.75,0,20,660,7020,17860,19600,18920,14020,30060,44520,,
3.8,0,0,1120,6660,19100,21680,18720,15260,22100,38120,,
3.85,0,40,600,5880,19680,20120,19880,15740,27240,40160,,
3.9,0,0,700,7260,18820,21900,19520,14320,24160,39020,,
3.95,0,20,920,7580,18460,22720,19940,15740,24340,38660,,
4,0,0,660,6140,19080,19340,17960,16380,20900,34220,,
4.05,0,20,700,6580,17240,17320,21360,15740,20920,35120,,
4.1,0,20,820,6800,18420,16960,18960,15840,21280,35140,,
4.15,0,20,680,6560,21160,18100,21480,16140,20300,34200,,
4.2,0,0,900,7960,17940,19940,19140,16220,17000,30400,,
4.25,0,0,540,6700,18560,19880,19980,16860,17480,29660,,
4.3,0,40,780,7700,19680,18820,20860,15780,17100,27760,,
4.35,0,0,1100,6400,18560,19200,22440,17540,16880,27360,,
4.4,0,0,860,7300,19180,20360,19220,17460,19160,25400,,
4.45,0,0,1040,6580,22140,20280,21280,16820,15600,27120,,
4.5,0,60,1000,7840,18920,20100,22000,17680,17180,24700,,
4.55,0,20,460,7160,20760,20360,23080,18840,17440,26600,,
4.6,0,80,820,7520,19940,21640,22640,15580,19200,22660,,
4.65,0,0,600,5460,19840,19580,23140,16120,18860,22220,,
4.7,0,20,620,7500,21140,19860,19860,17120,18880,22580,,
4.75,0,20,660,6980,19900,19920,21260,15380,17700,19300,,
4.8,0,60,620,6460,16620,22300,20900,17880,18780,19320,,
4.85,0,20,600,7540,16660,21060,20560,19500,19800,20640,,
4.9,0,20,860,6760,17620,22060,17860,18580,19400,18100,,
4.95,0,0,900,7140,18920,20500,17500,18460,18840,19020,,
