2.8,45980,92240,134060,173220,198220,199720,196240,205820,218780,224680,,,
2.85,45460,91000,134560,172700,199320,199840,195460,205640,214340,226060,,,
2.9,45760,90960,134120,173660,197160,198640,194740,205480,218820,223240,,,
2.95,44680,86760,132260,174700,197220,197920,196140,206580,216820,223500,,,
3,44500,88120,137540,169720,197460,199260,197520,201120,212240,223440,,,
3.05,45400,88040,132920,173500,197380,199660,195760,202660,213680,221840,,,
3.1,45840,90160,134060,173160,199080,198100,196680,203920,211220,219080,,,
3.15,45280,90200,134780,173400,199960,197920,195520,204620,213700,223640,,,
3.2,43040,89760,137700,173520,198320,201040,195800,200300,213140,220140,,,
3.25,44020,91100,136440,174040,196920,200020,197580,200200,209880,218800,,,
3.3,44600,89720,134180,174020,199060,200240,196380,201460,210860,218200,,,
3.35,45380,91180,131320,172020,198620,199180,197660,199920,213040,217700,,,
3.4,44200,90700,136320,176100,196180,200300,197960,197180,210380,216780,,,
3.45,45940,90400,134460,174680,195560,199780,197940,196620,210040,215860,,,
3.5,44200,89480,134980,171200,194440,200380,198240,196580,209000,215460,,,
3.55,43440,89860,134300,174660,197480,200400,197020,195360,209880,218180,,,
3.6,44340,90820,134700,171900,198080,201740,198580,193660,206800,213720,,,
3.65,44380,91400,136060,173080,195900,201500,199460,193560,206320,216140,,,
3.7,45100,90680,132900,171560,198060,199500,199000,192200,206340,213340,,,
3.75,44360,90600,136480,171240,195380,202260,198620,193820,204420,215620,,,
3.8,44920,91580,133540,174260,196020,202200,199760,193920,204600,214440,,,
3.85,44720,90780,132400,173100,195140,203400,198160,193420,200220,212360,,,
3.9,46120,91860,134340,172400,195420,201680,199100,194500,202500,212680,,,
3.95,43540,90700,134400,171360,196300,200960,198300,193560,203280,213820,,,
4,45460,90740,134780,172020,196580,197600,201880,193640,199060,210840,,,
4.05,46340,91600,133620,171880,198460,199140,198200,194480,199580,209560,,,
4.1,44120,88920,132620,171340,197300,199940,200460,194440,198480,209620,,,
4.15,45320,88460,132860,172560,194920,199140,198040,193920,200100,210380,,,
4.2,43880,89180,134020,175380,198260,197540,201360,195220,196980,207100,,,
4.25,46200,89560,133220,172220,198340,198240,200640,194040,196160,207580,,,
4.3,44260,89720,133940,173960,197500,198800,199640,195700,196220,209520,,,
4.35,46180,88540,136120,171580,198140,198800,198200,193360,196860,210340,,,
4.4,44680,89840,132220,171820,198640,199120,202700,194980,195500,205080,,,
4.45,44160,89480,133720,173500,195720,198620,200520,194980,199040,202880,,,
4.5,46760,89860,136460,172980,198900,198440,199420,194940,197680,205340,,,
4.55,44520,88580,133040,171400,197320,198820,198700,193180,197400,203960,,,
4.6,43860,91200,135220,170880,199280,198660,200420,197800,196340,200680,,,
4.65,45340,91560,134180,170940,198720,200300,199820,197160,197280,201420,,,
4.7,43860,89700,134920,171820,198060,200140,202940,196140,196700,200680,,,
4.75,44020,89700,130620,173160,199260,200840,201620,197960,198060,203880,,,
4.8,44880,92380,135860,172080,195580,198440,195620,196760,197860,197560,,,
4.85,44040,88380,133040,172300,195680,200000,195300,194820,196920,195960,,,
4.9,44640,90240,134440,174060,195020,199220,198180,195540,197600,198700,,,
4.95,44980,92060,135980,171820,193800,200720,198800,196120,197700,197780,,,
