"time","(sec)","obs_congestion_control-network_without_cc_offerload_0_1-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_2-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_3-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_4-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_5-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_6-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_7-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_8-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_9-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_10-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit"
3.45,0,0,0.000446728,0.006487026,0.028214038,0.074605954,0.102639916,0.081401797,0.10266597,0.090312164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,0,0,0.001290323,0.005355649,0.031563262,0.070454011,0.104703128,0.085359146,0.105036274,0.098182214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.55,0,0,0,0.008738027,0.030685921,0.066424129,0.099119176,0.082440049,0.10012728,0.104301903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,0,0,0.0006683,0.010179844,0.029566907,0.076280165,0.101764768,0.08949115,0.0992574,0.09600432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.65,0,0,0.000668598,0.006218487,0.030656124,0.063392209,0.111181635,0.092441604,0.1029257,0.102700937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7,0,0,0.001093853,0.005564924,0.030760704,0.069263557,0.10478915,0.089038081,0.102329013,0.096983458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.75,0,0,0.000434311,0.009095503,0.029931973,0.078285512,0.102254684,0.087637969,0.104573107,0.100477949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,0,0,0.000222124,0.014114912,0.034199726,0.070315289,0.093103078,0.096582793,0.087751972,0.107430042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.85,0,0,0.000660793,0.009168081,0.029383229,0.068875119,0.09959087,0.090489787,0.087542456,0.103924105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,0,0,0.001346499,0.009241828,0.036259542,0.070088964,0.088793103,0.090570584,0.083478261,0.097864578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
