0,33260,67960,101080,130860,153040,165240,174220,178220,177780,180900,,
0.05,44900,89320,134460,173560,199720,217520,225160,229720,232680,238340,,
0.1,45000,89860,134240,172460,200800,215840,226360,229620,234300,234420,,
0.15,45000,90000,134680,173140,199080,218080,229440,231580,235300,238140,,
0.2,45220,90380,134700,172360,202160,214960,229280,232120,235140,238880,,
0.25,45220,90460,133220,174380,200980,216080,225880,230620,234940,238560,,44885.4
0.3,45220,90420,134060,173800,200760,215600,227680,232000,236580,235660,,89896
0.35,45240,90460,132480,172460,199780,221340,229000,232040,233740,236520,,133945
0.4,45380,88600,132160,174120,201580,219360,224880,231940,235320,236080,,172839.6
0.45,45120,89580,135280,172760,202740,216940,226500,228900,235120,235180,,199829.4
0.5,44880,88440,135460,173960,203660,221120,229180,233960,237300,238400,,209990.4
0.55,45200,87220,133560,174960,201580,220200,226300,232120,234600,239160,,213015.6
0.6,45460,89080,134300,176360,201980,214760,224200,228520,237280,239300,,217014.4
0.65,44840,89360,134300,173960,201880,217740,225480,231460,235440,237180,,220869.8
0.7,45660,90460,135580,173760,202420,220440,223320,230180,233000,238860,,225116.4
0.75,45460,89960,134840,173160,202460,214100,223820,228920,234500,237160,,
0.8,45000,90900,133480,173540,202820,216940,225740,226240,229580,238480,,
0.85,44980,89480,134700,174240,200200,216020,218340,227700,232120,235080,,
0.9,45400,87360,132480,175320,200260,218560,220900,232140,233200,232540,,
0.95,45180,89160,133320,173980,204500,212540,223680,228920,233940,234460,,
1,45200,91520,131300,173400,201600,214460,221400,230780,231660,235180,,
1.05,46120,88520,133940,174400,203380,215080,220800,228260,232400,235840,,
1.1,45600,89640,134920,171340,199840,209880,222320,225680,233620,233600,,
1.15,45240,88820,133940,172700,202700,211360,223460,229240,235580,235340,,
1.2,44420,91440,132640,174320,200540,209980,215360,224640,231620,232920,,
1.25,44160,90840,132840,175440,198320,211580,214500,225960,229740,233800,,
1.3,44360,88880,134640,172140,198060,207880,219100,225960,232640,235440,,
1.35,44800,90640,133260,172760,202340,210080,218480,224520,230920,232620,,
1.4,45440,91560,135320,173460,201320,204580,215740,225720,234480,232960,,
1.45,44100,89460,134380,176960,202800,206840,215660,224960,229280,235920,,
1.5,43620,89500,136000,172600,204500,207200,216980,224460,231500,230980,,
1.55,44920,89180,131060,170400,202320,204640,216020,225240,230240,235600,,
1.6,44880,89580,136860,171100,198260,206480,215080,222160,231960,231360,,
1.65,45420,90340,136140,171380,200800,206720,213800,224160,231680,233020,,
1.7,46780,90840,135180,174620,201160,207940,213760,220380,227980,234600,,
1.75,44740,90460,134400,175420,200020,205760,213960,221680,231240,231400,,
1.8,45180,88740,134900,174780,201160,207680,212820,220900,227280,233340,,
1.85,43400,90380,135880,176460,201140,208460,212480,219460,228260,232280,,
1.9,44940,92240,133260,170180,199720,206360,209300,220920,225180,230880,,
1.95,44200,93580,133340,173600,197400,207720,214160,221720,226780,228320,,
2,45840,89260,135140,172420,199980,208840,208520,222260,224900,233460,,
2.05,44900,89400,134240,173180,203120,205800,209640,219640,226560,231460,,
2.1,44860,88240,135680,175580,201460,207320,209980,220260,224920,231040,,
2.15,45380,90780,131840,172380,199840,209740,208920,218400,225280,229600,,
2.2,44580,90600,131820,172900,201080,208820,204860,216700,224940,230660,,
2.25,44740,89340,131120,173260,199560,208540,205720,219180,225640,230420,,
2.3,44720,91820,134940,172700,199280,207600,207060,217320,221820,230420,,
2.35,45520,92060,132940,176440,200560,206460,206860,216100,222860,230140,,
2.4,44980,91680,136340,174800,199000,208180,207020,212540,222400,231200,,
2.45,44260,90460,137540,172040,200740,208580,206820,214820,221360,228300,,
2.5,46060,90700,136300,173900,202260,208600,207060,215900,222780,227280,,
2.55,46700,91020,134060,173860,200060,209080,206080,214700,222400,228000,,
2.6,45980,91960,134280,174120,198700,209240,208000,214840,222580,226320,,
2.65,45820,91000,136360,175580,202520,209280,206240,213400,221560,225600,,
2.7,46540,89640,134040,173360,197580,208580,205760,211440,222160,228520,,
2.75,45820,89220,135580,175940,202020,212220,205440,212600,223120,226660,,
2.8,45980,92240,134060,173220,198760,207980,206200,210300,218480,224120,,
