"time","(sec)","obs_congestion_control-network_without_cc_offerload_0_1-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_2-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_3-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_4-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_5-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_6-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_7-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_8-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_9-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)",,"obs_congestion_control-network_without_cc_offerload_0_10-DES-1:","Traffic","Sink.Traffic","Received","(packets/sec)"
3.15,45520,90380,135380,176200,212800,237100,248280,245420,245440,241680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2,45280,89900,133620,176340,211360,237800,245740,243420,249060,239440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.25,45320,89600,136000,177160,213880,235220,246240,244500,245680,241660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3,45060,90160,134760,177060,212180,234420,244180,241380,246000,239640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.35,44620,91280,133660,176840,211220,236140,246120,245360,247080,242820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4,45040,87540,133780,180840,211180,235140,247160,242820,248060,241460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.45,43940,90560,135480,179040,210620,235920,247540,243520,249340,242840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,45800,90200,137480,176400,213720,237420,246860,244900,247700,243420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.55,43660,92640,132960,175980,207740,238220,248180,244040,250960,240840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,45660,92220,136200,177160,210300,235160,248420,244020,248580,242860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.65,45260,90320,135320,177780,211260,232840,247240,244400,250380,241220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7,43440,90980,134660,178340,210760,236620,247940,245320,246980,242580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.75,44800,90700,136840,177820,212460,235860,246620,247100,250060,242160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,46100,91320,135840,179080,211120,234060,247780,244580,244280,242140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.85,45860,89160,135820,176560,210880,236100,246200,244180,244580,246080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,45760,91300,134080,173660,211920,233780,249440,244980,245300,243240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.95,44660,89160,137280,177460,210540,231280,247000,247260,244420,243860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,45960,88660,135180,177720,211760,235220,242600,241500,246780,241260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.05,45840,91440,132580,178380,208480,234240,242240,240920,244440,242620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1,45540,91760,133940,176460,212800,231260,243340,244580,247980,243320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.15,45560,91200,134300,179600,213280,234620,244880,243060,246960,244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,47580,88680,134980,182800,209520,231700,242940,247420,247200,239880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.25,45200,89200,131980,176500,211420,233360,243100,246740,248180,242360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3,45320,89020,134160,177240,210700,235380,242780,244400,247340,239960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.35,45680,90560,139780,174700,211900,237600,241900,243440,247660,244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4,47000,90780,135900,176200,208040,233440,245340,247140,244300,242300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.45,45880,88440,133360,179300,211040,234060,243720,245280,247220,239120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,45900,90640,137060,176440,210300,234060,244400,244760,245980,241140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.55,43600,90280,133540,174660,211380,235260,244620,246980,247100,240880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6,45220,90860,134140,177960,209480,234360,245800,244420,244500,241140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.65,44900,90520,137320,177820,210060,235320,246340,247700,245640,242040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7,44600,90540,136920,176900,214160,232100,242140,246220,246720,241980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75,45220,91060,133980,178060,207620,231980,245800,246980,244200,241400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,46480,88520,136940,174760,213040,232820,244920,244820,243060,241160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.85,44900,91220,138240,179540,210100,234380,248280,245580,243200,241240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9,44880,89980,131500,176760,208780,233280,246060,244260,243280,243540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.95,44260,91660,137580,177360,211760,233920,247900,245460,245520,244180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
