"time","(sec)","obs_congestion_control-network_without_cc_offerload_0_1-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_2-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_3-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_4-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_5-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_6-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_7-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_8-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_9-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit",,"obs_congestion_control-network_without_cc_offerload_0_10-DES-1:","Logical","Network.core_node_0.OBS","Node","Stats.Burst","Blocking","Transit"
3.2,0,0,0.000222272,0.0041827,0.024730154,0.053421581,0.113056317,0.142966654,0.192926045,0.246972354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.25,0,0,0,0.004700353,0.022012579,0.058453877,0.114422057,0.154473104,0.189608102,0.239849309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3,0,0,0.000444444,0.004524887,0.02224345,0.051954186,0.10749736,0.151662844,0.193660714,0.238429752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.35,0,0,0.000222222,0.003696858,0.02439693,0.056457304,0.10066547,0.148643411,0.194700461,0.236063148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4,0,0,0.000222222,0.004363148,0.025490731,0.061238855,0.102355639,0.145857307,0.186626302,0.228185136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.45,0,0,0,0.004347099,0.023754266,0.061859314,0.101885997,0.158196408,0.200536433,0.231934443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,0,0,0,0.003687563,0.024496462,0.055326663,0.097252921,0.158524904,0.19654102,0.235716645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.55,0,0,0.000222272,0.004702721,0.024550816,0.067073171,0.113371788,0.155317299,0.189981348,0.239990093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,0,0,0.000222222,0.002512142,0.021881838,0.065186751,0.103043022,0.155809268,0.192942011,0.229673787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.65,0,0,0,0.002005683,0.020673604,0.061149805,0.120875668,0.164550875,0.18339254,0.244164568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7,0,0,0,0.001676446,0.020802175,0.059541985,0.110589952,0.156744896,0.188577491,0.231896052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.75,0,0,0,0.004695623,0.022182907,0.055424806,0.113743087,0.158594126,0.191430608,0.231576338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,0,0,0,0.003008524,0.023767001,0.061294521,0.112205343,0.15507053,0.182013423,0.236398214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.85,0,0,0,0.003853887,0.017541455,0.063464029,0.110263743,0.157859339,0.195306924,0.249604134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,0,0,0,0.004514295,0.017574932,0.063932876,0.100374131,0.158277512,0.190802348,0.238300697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.95,0,0,0.000222222,0.00250962,0.024509804,0.060240964,0.104217313,0.165623495,0.185693899,0.22709262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0.004690903,0.024193548,0.072621727,0.106658252,0.162835249,0.195143333,0.231404959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.05,0,0,0.000222272,0.006353453,0.021458645,0.062831545,0.114730139,0.156154141,0.187299608,0.228904699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1,0,0,0.000444444,0.001837928,0.02324317,0.059109216,0.115291134,0.153794234,0.191201354,0.239861237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.15,0,0,0.000448531,0.003183646,0.021967526,0.060122123,0.112671628,0.158347676,0.18641799,0.23882072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,0,0,0.000669344,0.004687762,0.026128591,0.06501658,0.110182933,0.161429807,0.1945874,0.231785891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.25,0,0,0,0.002693149,0.027459016,0.059281084,0.107654998,0.156168862,0.187600071,0.238585792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3,0,0,0.000222618,0.004360953,0.019837443,0.057913247,0.098301486,0.155592201,0.196800563,0.245694982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.35,0,0,0,0.005034402,0.023160203,0.058076652,0.107203033,0.158600862,0.193705243,0.238091293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4,0,0,0,0.003510532,0.021907743,0.062359484,0.10581175,0.153189066,0.180040518,0.239557331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.45,0,0,0,0.003343363,0.024907114,0.046464646,0.095916429,0.150410384,0.188582538,0.238173999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
